SalesID,DateKey,ProductKey,CustomerKey,StoreKey,SupplierKey,Quantity,UnitCost,UnitPrice,Discount,TotalAmount,CostPrice
66,20240904,20,483,8,18,8,463.8,521.96,15,4160.68,3710.4
67,20250324,36,221,10,7,2,493.82,616.28,0,1232.56,987.64
68,20250112,79,406,8,6,1,80.72,116.42,5,111.42,80.72
69,20250327,36,106,7,5,2,493.82,630.93,15,1246.86,987.64
70,20240728,53,397,10,1,6,192.58,278.94,15,1658.64,1155.48
71,20240803,25,113,9,6,6,432.21,518.86,10,3103.16,2593.26
72,20240712,70,207,6,10,6,21.58,25.32,5,146.92,129.48
73,20250221,27,377,5,7,8,354.42,493.9,5,3946.2,2835.36
74,20250511,71,485,7,14,4,355.83,419.88,10,1669.52,1423.32
75,20250322,8,40,8,18,9,498.19,636.83,10,5721.47,4483.71
76,20250218,28,454,1,11,5,28.01,31.56,0,157.8,140.05
77,20241010,41,100,6,13,4,184.7,255.57,15,1007.28,738.8
78,20250225,31,87,5,14,2,416.83,583.57,0,1167.14,833.66
79,20241029,10,278,4,17,5,110.67,133.86,0,669.3,553.35
80,20250323,68,201,2,10,4,421.87,471.44,5,1880.76,1687.48
81,20241102,57,248,4,9,6,41.58,60.71,5,359.26,249.48
82,20250508,66,48,6,12,4,56.62,77.75,15,296.0,226.48
83,20240818,70,493,8,15,5,21.58,29.03,5,140.15,107.9
84,20250409,89,293,3,16,3,169.41,224.52,10,663.56,508.23
85,20240601,7,271,1,12,9,48.58,71.74,10,635.66,437.22
86,20240626,80,299,6,18,2,22.08,31.05,15,47.1,44.16
87,20241007,49,178,6,16,9,475.12,593.83,5,5339.47,4276.08
88,20250202,91,254,10,18,8,100.61,117.85,5,937.8,804.88
89,20250419,15,375,1,2,4,477.21,648.76,0,2595.04,1908.84
90,20250316,25,372,10,2,5,432.21,593.07,5,2960.35,2161.05
91,20250406,15,427,9,9,3,477.21,641.58,5,1919.74,1431.63
92,20240627,6,205,8,17,3,360.5,430.67,5,1287.01,1081.5
93,20250320,99,462,1,6,7,155.36,209.61,10,1457.27,1087.52
94,20240927,40,333,5,14,9,309.23,363.46,0,3271.14,2783.07
95,20240827,55,246,3,16,6,181.41,247.01,10,1472.06,1088.46
96,20250220,35,375,5,4,4,154.41,188.2,0,752.8,617.64
97,20241222,97,34,2,18,2,367.42,544.21,0,1088.42,734.84
98,20240916,10,465,7,12,9,110.67,154.46,5,1385.14,996.03
99,20250501,34,434,1,3,8,480.49,628.81,0,5030.48,3843.92
100,20250523,24,245,1,12,4,369.91,442.14,10,1758.56,1479.64
101,20241129,83,156,6,1,2,422.69,552.91,15,1090.82,845.38
102,20241116,71,187,2,4,4,355.83,409.51,15,1623.04,1423.32
103,20240530,14,75,10,10,4,330.48,368.55,0,1474.2,1321.92
104,20240717,74,11,2,11,9,56.01,71.33,5,636.97,504.09
105,20240714,56,215,10,16,8,86.75,109.02,0,872.16,694.0
106,20240603,31,460,3,6,2,416.83,467.94,15,920.88,833.66
107,20250112,78,307,9,18,8,165.65,226.21,15,1794.68,1325.2
108,20240817,72,352,9,20,8,373.31,498.16,15,3970.28,2986.48
109,20250213,58,3,3,12,2,385.77,504.56,10,999.12,771.54
110,20240715,27,7,4,5,3,354.42,503.6,10,1500.8,1063.26
111,20241021,74,185,4,6,6,56.01,72.24,15,418.44,336.06
112,20241214,95,39,1,17,5,343.29,510.3,10,2541.5,1716.45
113,20240720,18,170,7,8,9,300.31,401.15,15,3595.35,2702.79
114,20240713,6,357,9,1,2,360.5,440.78,5,876.56,721.0
115,20241010,62,365,10,5,4,238.75,324.52,10,1288.08,955.0
116,20250402,73,104,2,1,8,242.39,302.71,0,2421.68,1939.12
117,20240925,37,364,10,5,5,424.81,627.51,10,3127.55,2124.05
118,20240816,52,276,3,17,7,205.16,302.28,5,2110.96,1436.12
119,20250220,25,117,8,3,3,432.21,558.96,5,1671.88,1296.63
120,20241128,3,95,9,6,9,432.19,586.16,15,5260.44,3889.71
121,20240805,66,69,6,5,3,56.62,81.84,10,235.52,169.86
122,20240930,60,366,9,16,4,272.98,323.19,0,1292.76,1091.92
123,20241121,57,424,5,11,3,41.58,54.79,10,154.37,124.74
124,20240911,19,170,7,9,3,374.94,560.47,0,1681.41,1124.82
125,20250506,69,28,2,2,4,214.33,308.26,15,1218.04,857.32
126,20240803,35,382,8,19,5,154.41,188.76,0,943.8,772.05
127,20250419,57,367,3,7,8,41.58,52.93,0,423.44,332.64
128,20241117,60,106,6,2,9,272.98,342.44,5,3076.96,2456.82
129,20241101,1,463,4,10,9,491.11,718.65,5,6462.85,4419.99
130,20250115,59,225,8,16,8,240.95,275.84,5,2201.72,1927.6
131,20250323,39,436,5,10,2,315.64,397.46,10,784.92,631.28
132,20240722,91,146,5,13,7,100.61,138.63,15,955.41,704.27
133,20240606,22,52,4,14,2,471.96,702.46,15,1389.92,943.92
134,20250330,47,356,2,10,2,442.11,641.29,5,1277.58,884.22
135,20250109,94,163,8,11,4,160.77,232.27,0,929.08,643.08
136,20241216,48,469,4,4,3,52.81,77.28,15,216.84,158.43
137,20240528,33,14,9,19,8,335.55,487.28,5,3893.24,2684.4
138,20241025,91,108,4,20,1,100.61,128.94,15,113.94,100.61
139,20250504,76,377,10,10,5,183.35,247.86,10,1229.3,916.75
140,20240727,39,426,2,11,5,315.64,468.13,0,2340.65,1578.2
141,20250309,87,257,7,5,8,141.29,161.66,15,1278.28,1130.32
142,20241121,3,273,4,20,1,432.19,592.8,0,592.8,432.19
143,20250327,85,292,2,18,5,485.9,544.25,5,2716.25,2429.5
144,20241220,51,5,1,10,9,59.49,82.98,15,731.82,535.41
145,20250101,73,399,6,14,2,242.39,311.49,10,612.98,484.78
146,20250327,58,198,9,3,5,385.77,565.12,5,2820.6,1928.85
147,20250508,52,179,1,2,2,205.16,253.12,5,501.24,410.32
148,20241008,99,305,7,15,1,155.36,196.48,5,191.48,155.36
149,20250410,90,188,4,16,8,311.4,358.58,15,2853.64,2491.2
150,20250515,52,385,2,7,8,205.16,273.73,15,2174.84,1641.28
151,20241023,78,252,3,12,2,165.65,196.87,0,393.74,331.3
152,20250505,25,68,3,18,9,432.21,631.7,5,5680.3,3889.89
153,20241213,26,482,8,19,4,295.43,376.29,10,1495.16,1181.72
154,20241119,76,186,3,2,9,183.35,205.82,15,1837.38,1650.15
155,20240630,36,443,5,18,2,493.82,737.31,10,1464.62,987.64
156,20250203,33,323,2,6,5,335.55,433.99,0,2169.95,1677.75
157,20250311,6,386,4,7,5,360.5,523.82,15,2604.1,1802.5
158,20250514,79,238,6,7,3,80.72,103.59,10,300.77,242.16
159,20250427,47,473,6,3,3,442.11,650.53,15,1936.59,1326.33
160,20240629,36,131,6,11,7,493.82,594.13,10,4148.91,3456.74
161,20240624,28,389,2,4,5,28.01,40.41,15,187.05,140.05
162,20241003,4,384,4,5,3,269.02,312.13,0,936.39,807.06
163,20240725,71,271,2,17,4,355.83,406.63,5,1621.52,1423.32
164,20241210,40,368,3,6,2,309.23,418.39,15,821.78,618.46
165,20240619,43,235,1,11,9,485.44,699.96,15,6284.64,4368.96
166,20240730,25,174,5,20,5,432.21,567.66,10,2828.3,2161.05
167,20250425,62,262,9,15,1,238.75,316.74,15,301.74,238.75
168,20250408,28,219,4,15,4,28.01,34.94,10,129.76,112.04
169,20240821,59,442,6,17,6,240.95,305.46,10,1822.76,1445.7
170,20250105,16,17,5,10,3,178.79,210.76,15,617.28,536.37
171,20250303,79,483,10,8,1,80.72,97.59,15,82.59,80.72
172,20240704,48,337,5,3,4,52.81,66.78,0,267.12,211.24
173,20240915,2,336,4,15,5,353.44,445.09,10,2215.45,1767.2
174,20240802,39,209,4,15,7,315.64,460.03,0,3220.21,2209.48
175,20241121,99,72,3,10,1,155.36,197.57,0,197.57,155.36
176,20241120,71,197,2,7,5,355.83,392.64,0,1963.2,1779.15
177,20240815,67,140,3,20,4,85.35,108.59,0,434.36,341.4
178,20250302,30,326,3,15,3,421.29,593.18,10,1769.54,1263.87
179,20250129,22,333,9,18,6,471.96,566.35,10,3388.1,2831.76
180,20240805,12,253,3,18,9,70.45,95.39,0,858.51,634.05
181,20250506,76,394,7,6,8,183.35,253.79,10,2020.32,1466.8
182,20241121,79,180,1,17,1,80.72,104.55,15,89.55,80.72
183,20250119,87,124,4,3,5,141.29,163.16,15,800.8,706.45
184,20240925,47,308,8,18,5,442.11,661.88,0,3309.4,2210.55
185,20241103,71,291,4,16,3,355.83,391.69,10,1165.07,1067.49
186,20241211,38,442,9,16,6,183.58,241.91,0,1451.46,1101.48
187,20250506,15,81,2,19,5,477.21,678.91,10,3384.55,2386.05
188,20240917,54,114,9,13,5,181.28,254.6,10,1263.0,906.4
189,20240529,53,369,9,7,7,192.58,287.91,0,2015.37,1348.06
190,20250102,23,484,5,14,9,232.73,279.58,5,2511.22,2094.57
191,20250327,70,325,10,18,1,21.58,28.55,15,13.55,21.58
192,20250114,70,447,4,4,2,21.58,24.13,0,48.26,43.16
193,20240611,4,228,6,17,7,269.02,384.43,5,2686.01,1883.14
194,20240822,90,356,1,8,5,311.4,349.52,10,1737.6,1557.0
195,20241223,59,163,5,13,2,240.95,281.91,0,563.82,481.9
196,20250111,25,230,2,18,3,432.21,564.16,0,1692.48,1296.63
197,20241220,2,493,2,20,9,353.44,514.81,5,4628.29,3180.96
198,20250302,83,467,2,7,3,422.69,490.49,15,1456.47,1268.07
199,20250224,20,309,10,10,5,463.8,530.28,15,2636.4,2319.0
200,20241224,10,104,5,3,8,110.67,163.85,15,1295.8,885.36
201,20241002,23,205,3,6,6,232.73,276.24,15,1642.44,1396.38
202,20250205,84,286,6,18,5,400.42,504.88,5,2519.4,2002.1
203,20240627,64,222,9,5,3,482.28,632.8,5,1893.4,1446.84
204,20241226,82,332,5,12,8,54.6,75.78,15,591.24,436.8
205,20240709,17,40,10,20,8,177.81,243.74,15,1934.92,1422.48
206,20240927,2,470,9,9,7,353.44,425.66,15,2964.62,2474.08
207,20240824,93,117,1,1,8,42.41,59.19,0,473.52,339.28
208,20241217,73,311,8,4,9,242.39,294.47,5,2645.23,2181.51
209,20250122,75,462,2,7,8,386.75,457.47,10,3649.76,3094.0
210,20250430,10,400,6,7,1,110.67,164.08,15,149.08,110.67
211,20240625,24,38,10,14,3,369.91,501.32,10,1493.96,1109.73
212,20250226,55,352,1,14,1,181.41,228.74,15,213.74,181.41
213,20241231,17,257,8,5,3,177.81,203.64,15,595.92,533.43
214,20250129,92,144,10,6,4,143.8,175.33,0,701.32,575.2
215,20241021,5,429,9,13,3,324.09,450.38,5,1346.14,972.27
216,20240711,1,194,2,1,8,491.11,547.56,15,4365.48,3928.88
217,20241010,99,308,7,7,3,155.36,225.47,15,661.41,466.08
218,20240928,37,141,5,7,7,424.81,629.55,0,4406.85,2973.67
219,20241031,58,359,8,12,3,385.77,465.08,10,1385.24,1157.31
220,20250524,34,256,2,16,3,480.49,712.65,0,2137.95,1441.47
221,20240811,62,54,5,2,3,238.75,355.73,0,1067.19,716.25
222,20250106,59,61,7,5,6,240.95,357.84,10,2137.04,1445.7
223,20250418,20,402,3,11,5,463.8,695.43,0,3477.15,2319.0
224,20240830,43,21,3,18,9,485.44,562.07,5,5053.63,4368.96
225,20250507,74,415,9,8,4,56.01,74.56,10,288.24,224.04
226,20241119,66,136,7,1,4,56.62,68.31,0,273.24,226.48
227,20240610,98,133,7,13,8,98.6,110.32,5,877.56,788.8
228,20250515,95,252,4,14,7,343.29,470.0,0,3290.0,2403.03
229,20241104,43,231,3,1,2,485.44,714.37,10,1418.74,970.88
230,20250214,36,297,4,13,9,493.82,731.93,0,6587.37,4444.38
231,20241205,84,244,8,20,4,400.42,542.06,5,2163.24,1601.68
232,20240914,89,298,8,15,1,169.41,207.81,10,197.81,169.41
233,20250326,53,381,7,12,7,192.58,233.92,5,1632.44,1348.06
234,20240604,98,77,10,14,9,98.6,141.99,5,1272.91,887.4
235,20250310,38,54,4,17,6,183.58,213.93,15,1268.58,1101.48
236,20250102,88,316,1,1,4,237.06,313.1,10,1242.4,948.24
237,20250328,15,159,1,1,8,477.21,640.43,5,5118.44,3817.68
238,20250206,94,429,1,5,5,160.77,200.41,0,1002.05,803.85
239,20241024,31,332,2,7,3,416.83,539.62,0,1618.86,1250.49
240,20241227,8,136,9,12,3,498.19,611.73,10,1825.19,1494.57
241,20241221,42,414,2,6,8,312.61,465.01,0,3720.08,2500.88
242,20240916,66,400,9,15,7,56.62,63.19,0,442.33,396.34
243,20240529,79,97,1,10,4,80.72,99.83,10,389.32,322.88
244,20240918,39,475,6,11,4,315.64,419.41,15,1662.64,1262.56
245,20241128,49,476,4,1,4,475.12,596.72,15,2371.88,1900.48
246,20250329,78,479,6,3,9,165.65,235.47,10,2109.23,1490.85
247,20250512,14,102,6,19,7,330.48,473.57,10,3304.99,2313.36
248,20241023,44,11,9,3,7,113.01,153.75,15,1061.25,791.07
249,20240902,37,284,5,6,9,424.81,574.1,10,5156.9,3823.29
250,20240704,20,197,2,2,9,463.8,630.83,5,5672.47,4174.2
251,20240722,100,49,8,11,7,19.26,27.37,5,186.59,134.82
252,20240606,23,462,5,7,8,232.73,325.58,15,2589.64,1861.84
253,20240613,31,200,6,20,8,416.83,474.18,10,3783.44,3334.64
254,20241124,10,344,10,14,4,110.67,121.79,10,477.16,442.68
255,20240930,82,85,8,14,1,54.6,67.94,15,52.94,54.6
256,20240922,6,9,10,16,8,360.5,419.95,15,3344.6,2884.0
257,20250428,15,175,5,18,4,477.21,587.54,10,2340.16,1908.84
258,20241102,65,382,2,18,8,393.94,536.93,15,4280.44,3151.52
259,20240817,7,443,6,11,5,48.58,70.31,0,351.55,242.9
260,20240628,86,467,9,5,2,121.56,140.92,15,266.84,243.12
261,20240916,90,100,7,5,9,311.4,437.98,15,3926.82,2802.6
262,20240702,29,51,10,16,5,334.51,482.46,0,2412.3,1672.55
263,20250127,93,356,3,17,6,42.41,60.98,15,350.88,254.46
264,20240613,67,41,9,2,3,85.35,113.76,0,341.28,256.05
265,20240913,41,451,10,3,8,184.7,245.49,5,1958.92,1477.6
266,20250120,68,83,3,9,4,421.87,600.71,0,2402.84,1687.48
267,20240725,46,429,10,17,6,77.77,106.06,15,621.36,466.62
268,20250123,67,480,2,3,5,85.35,119.22,0,596.1,426.75
269,20250118,23,461,6,2,6,232.73,327.99,15,1952.94,1396.38
270,20250409,70,228,3,11,5,21.58,26.76,0,133.8,107.9
271,20250124,8,85,8,3,9,498.19,734.13,0,6607.17,4483.71
272,20250401,23,243,9,15,4,232.73,287.64,10,1140.56,930.92
273,20241224,64,459,10,9,2,482.28,644.5,5,1284.0,964.56
274,20250428,36,208,7,5,7,493.82,581.49,0,4070.43,3456.74
275,20240919,80,186,8,14,7,22.08,30.24,15,196.68,154.56
276,20241129,78,358,7,4,2,165.65,191.8,10,373.6,331.3
277,20240610,15,365,1,10,6,477.21,681.19,0,4087.14,2863.26
278,20240603,88,304,6,9,6,237.06,352.13,15,2097.78,1422.36
279,20250420,62,80,9,8,2,238.75,326.48,0,652.96,477.5
280,20250502,64,366,9,3,9,482.28,638.91,15,5735.19,4340.52
281,20241119,47,467,7,18,5,442.11,603.02,15,3000.1,2210.55
282,20241107,92,339,6,15,7,143.8,205.47,10,1428.29,1006.6
283,20250321,40,196,2,7,7,309.23,358.08,10,2496.56,2164.61
284,20240630,29,84,9,17,1,334.51,486.41,15,471.41,334.51
285,20250519,23,450,10,14,9,232.73,269.05,5,2416.45,2094.57
286,20240609,52,27,9,2,4,205.16,257.44,5,1024.76,820.64
287,20241107,59,217,8,1,8,240.95,341.59,5,2727.72,1927.6
288,20250213,92,401,1,19,8,143.8,168.86,15,1335.88,1150.4
289,20240703,83,299,1,6,6,422.69,599.93,0,3599.58,2536.14
290,20250126,52,86,2,8,4,205.16,297.66,15,1175.64,820.64
291,20250520,47,106,8,10,9,442.11,597.22,10,5364.98,3978.99
292,20240709,26,1,5,20,3,295.43,371.89,5,1110.67,886.29
293,20241022,59,167,3,2,1,240.95,298.36,10,288.36,240.95
294,20241215,16,428,7,19,1,178.79,234.48,15,219.48,178.79
295,20240824,100,271,5,3,2,19.26,25.71,5,46.42,38.52
296,20240618,30,44,2,7,4,421.29,524.35,15,2082.4,1685.16
297,20240702,70,127,4,8,4,21.58,28.63,5,109.52,86.32
298,20250305,81,467,10,5,2,392.82,588.18,0,1176.36,785.64
299,20250110,40,187,2,16,7,309.23,377.37,15,2626.59,2164.61
300,20240727,62,260,4,5,7,238.75,270.24,15,1876.68,1671.25
301,20240820,43,132,6,18,3,485.44,626.27,10,1868.81,1456.32
302,20250526,89,21,7,4,1,169.41,189.14,10,179.14,169.41
303,20250310,69,306,5,9,7,214.33,315.25,0,2206.75,1500.31
304,20240623,30,424,2,4,3,421.29,490.57,5,1466.71,1263.87
305,20250124,76,80,10,8,6,183.35,211.28,10,1257.68,1100.1
306,20250224,99,61,5,6,1,155.36,199.95,10,189.95,155.36
307,20250127,57,73,2,14,9,41.58,47.36,10,416.24,374.22
308,20250515,9,126,4,2,2,184.56,231.44,15,447.88,369.12
309,20241027,40,83,3,2,1,309.23,383.18,15,368.18,309.23
310,20250227,77,444,7,13,4,379.24,556.01,15,2209.04,1516.96
311,20241203,33,497,6,4,3,335.55,484.04,0,1452.12,1006.65
312,20250202,90,9,8,2,2,311.4,438.54,10,867.08,622.8
313,20250306,70,306,10,4,5,21.58,26.85,15,119.25,107.9
314,20240610,43,356,1,8,9,485.44,567.49,10,5097.41,4368.96
315,20250415,31,295,2,7,3,416.83,503.67,0,1511.01,1250.49
316,20241214,40,483,7,11,8,309.23,378.71,0,3029.68,2473.84
317,20241107,12,319,1,12,7,70.45,105.01,5,730.07,493.15
318,20250211,57,178,7,5,9,41.58,47.27,5,420.43,374.22
319,20250402,73,72,5,20,5,242.39,269.21,5,1341.05,1211.95
320,20250413,37,304,3,14,1,424.81,605.88,0,605.88,424.81
321,20250104,29,348,7,7,6,334.51,383.14,10,2288.84,2007.06
322,20250222,83,343,10,18,5,422.69,542.38,15,2696.9,2113.45
323,20240829,50,242,2,15,6,91.43,111.56,15,654.36,548.58
324,20241208,90,363,3,18,3,311.4,352.82,0,1058.46,934.2
325,20240929,57,362,2,3,2,41.58,46.52,10,83.04,83.16
326,20240913,93,33,5,19,7,42.41,63.02,15,426.14,296.87
327,20241008,36,4,7,19,7,493.82,716.96,15,5003.72,3456.74
328,20241020,99,315,3,2,5,155.36,196.97,0,984.85,776.8
329,20250227,75,121,4,7,3,386.75,492.39,0,1477.17,1160.25
330,20240607,38,428,6,3,3,183.58,237.71,15,698.13,550.74
331,20241026,73,22,10,12,6,242.39,341.09,15,2031.54,1454.34
332,20250102,31,500,9,7,1,416.83,479.02,15,464.02,416.83
333,20241214,47,431,1,17,6,442.11,552.11,15,3297.66,2652.66
334,20241125,100,272,6,14,9,19.26,25.17,0,226.53,173.34
335,20241005,86,383,2,3,1,121.56,172.65,5,167.65,121.56
336,20240816,61,222,1,19,6,449.49,506.62,5,3034.72,2696.94
337,20241106,99,69,4,5,2,155.36,225.04,0,450.08,310.72
338,20250326,51,132,8,20,4,59.49,71.35,10,275.4,237.96
339,20240810,47,149,1,1,6,442.11,557.48,0,3344.88,2652.66
340,20240707,95,408,1,10,5,343.29,403.78,10,2008.9,1716.45
341,20241220,92,253,10,20,6,143.8,180.3,15,1066.8,862.8
342,20250319,18,419,3,6,3,300.31,332.98,0,998.94,900.93
343,20241203,31,31,10,8,5,416.83,483.79,0,2418.95,2084.15
344,20241208,11,305,2,20,6,427.99,567.04,5,3397.24,2567.94
345,20240914,85,169,9,14,5,485.9,665.64,5,3323.2,2429.5
346,20250510,99,137,2,12,9,155.36,176.77,5,1585.93,1398.24
347,20241219,66,314,8,4,2,56.62,72.05,5,139.1,113.24
348,20250326,91,182,3,5,4,100.61,130.06,10,510.24,402.44
349,20250108,67,129,8,6,8,85.35,116.7,0,933.6,682.8
350,20240915,71,370,6,3,4,355.83,420.8,0,1683.2,1423.32
351,20240710,22,77,2,6,8,471.96,703.5,10,5618.0,3775.68
352,20240623,7,207,9,12,2,48.58,62.04,5,119.08,97.16
353,20241026,71,25,8,11,6,355.83,498.46,10,2980.76,2134.98
354,20250323,52,278,9,20,1,205.16,292.58,5,287.58,205.16
355,20241204,99,375,7,18,5,155.36,190.47,10,942.35,776.8
356,20240715,66,480,9,5,1,56.62,63.7,15,48.7,56.62
357,20250522,25,415,8,20,7,432.21,509.66,0,3567.62,3025.47
358,20250328,7,482,5,2,7,48.58,71.94,0,503.58,340.06
359,20250122,82,190,8,9,5,54.6,63.99,0,319.95,273.0
360,20240926,74,40,9,10,2,56.01,81.23,5,157.46,112.02
361,20250110,95,189,4,13,8,343.29,467.25,5,3733.0,2746.32
362,20250321,36,477,9,20,6,493.82,641.8,15,3835.8,2962.92
363,20240921,84,486,1,11,8,400.42,504.87,0,4038.96,3203.36
364,20250503,12,228,5,20,5,70.45,95.11,5,470.55,352.25
365,20240823,75,263,6,14,6,386.75,539.89,10,3229.34,2320.5
366,20241108,29,227,2,9,5,334.51,378.81,5,1889.05,1672.55
367,20250116,16,266,2,6,8,178.79,235.67,10,1875.36,1430.32
368,20250406,26,81,4,8,8,295.43,427.94,0,3423.52,2363.44
369,20250113,53,440,4,7,2,192.58,276.03,15,537.06,385.16
370,20240630,79,4,4,14,8,80.72,111.31,0,890.48,645.76
371,20240725,71,155,10,8,9,355.83,444.91,0,4004.19,3202.47
372,20241104,15,429,5,10,7,477.21,637.53,15,4447.71,3340.47
373,20240804,92,45,7,19,6,143.8,168.06,10,998.36,862.8
374,20250324,84,217,5,12,6,400.42,521.25,10,3117.5,2402.52
375,20250330,48,389,6,18,6,52.81,69.18,5,410.08,316.86
376,20250501,30,367,9,15,5,421.29,499.75,5,2493.75,2106.45
377,20241011,88,133,7,2,3,237.06,329.9,10,979.7,711.18
378,20241210,95,19,9,19,1,343.29,444.35,0,444.35,343.29
379,20241114,83,263,1,2,3,422.69,494.22,10,1472.66,1268.07
380,20250415,96,137,7,2,8,71.96,90.69,0,725.52,575.68
381,20240715,40,363,6,5,4,309.23,447.45,5,1784.8,1236.92
382,20241226,8,138,5,16,9,498.19,679.64,15,6101.76,4483.71
383,20250120,72,445,4,17,6,373.31,511.73,10,3060.38,2239.86
384,20241007,51,124,7,20,5,59.49,87.18,10,425.9,297.45
385,20240812,47,165,7,16,5,442.11,575.25,5,2871.25,2210.55
386,20240811,89,15,2,19,9,169.41,239.6,15,2141.4,1524.69
387,20241213,20,89,5,9,6,463.8,632.32,15,3778.92,2782.8
388,20250505,32,124,3,7,4,69.8,93.53,10,364.12,279.2
389,20241117,85,368,10,1,3,485.9,555.43,10,1656.29,1457.7
390,20241124,96,200,9,15,7,71.96,91.36,15,624.52,503.72
391,20240831,7,449,3,8,8,48.58,55.35,0,442.8,388.64
392,20241216,37,38,1,6,6,424.81,491.04,15,2931.24,2548.86
393,20240808,23,460,2,14,1,232.73,259.54,10,249.54,232.73
394,20241026,88,392,2,16,3,237.06,347.21,0,1041.63,711.18
